0,0
0.006283144,0.58778525
0.01256604,0.95105652
0.01884844,0.95105652
0.025130095,0.58778525
0.031410759,0
0.037690183,-0.58778525
0.043968118,-0.95105652
0.050244318,-0.95105652
0.056518534,-0.58778525
0.06279052,0
0.069060026,0.58778525
0.075326806,0.95105652
0.081590612,0.95105652
0.087851197,0.58778525
0.094108313,0
0.100361715,-0.58778525
0.106611154,-0.95105652
0.112856385,-0.95105652
0.11909716,-0.58778525
0.125333234,0
0.131564359,0.58778525
0.137790291,0.95105652
0.144010783,0.95105652
0.150225589,0.58778525
0.156434465,0
0.162637165,-0.58778525
0.168833445,-0.95105652
0.175023059,-0.95105652
0.181205764,-0.58778525
0.187381315,0
0.193549468,0.58778525
0.199709981,0.95105652
0.205862609,0.95105652
0.21200711,0.58778525
0.218143241,0
0.224270761,-0.58778525
0.230389427,-0.95105652
0.236498997,-0.95105652
0.242599231,-0.58778525
0.248689887,0
0.254770726,0.58778525
0.260841506,0.95105652
0.266901989,0.95105652
0.272951936,0.58778525
0.278991106,0
0.285019262,-0.58778525
0.291036167,-0.95105652
0.297041582,-0.95105652
0.30303527,-0.58778525
0.309016994,0
0.31498652,0.58778525
0.32094361,0.95105652
0.32688803,0.95105652
0.332819545,0.58778525
0.33873792,0
0.344642923,-0.58778525
0.35053432,-0.95105652
0.356411879,-0.95105652
0.362275367,-0.58778525
0.368124553,0
0.373959206,0.58778525
0.379779096,0.95105652
0.385583992,0.95105652
0.391373667,0.58778525
0.397147891,0
0.402906436,-0.58778525
0.408649075,-0.95105652
0.414375581,-0.95105652
0.420085728,-0.58778525
0.425779292,0
0.431456046,0.58778525
0.437115767,0.95105652
0.442758231,0.95105652
0.448383216,0.58778525
0.4539905,0
0.459579861,-0.58778525
0.465151078,-0.95105652
0.470703932,-0.95105652
0.476238204,-0.58778525
0.481753674,0
0.487250126,0.58778525
0.492727342,0.95105652
0.498185105,0.95105652
0.503623202,0.58778525
0.509041416,0
0.514439534,-0.58778525
0.519817343,-0.95105652
0.52517463,-0.95105652
0.530511184,-0.58778525
